cleaned_comment,Label
jan cguro kinukuha ang lupa ni nilalagay s ginagawang cam sur express way.,negative
dae man ni makaoperate kung mayong permit aling provicial...,neutral
kaya gayud lalong binabaha a san fernando.,neutral
"wow congrats, taga buhi, let's all wish her good luck and you may have all the wisdom to carry on during the competition.",positive
junlomer de lima casano,neutral
"wow congrats proud kabarangay here, she is from sta. justina buh! camarines sur",positive
", wish you all the best s",positive
congrats also to the proud parents mam jenny gaite,positive
congratulations to you neressa and to the proud parents.good luck and hope you,positive
continue to shine.,positive
congrats egin adi ni mam jenny s gaite,positive
congrats also to mam jen sabio,positive
wow! just wow! kaya matuto na tayo. wag masyadong tradisyonal pag bumuboto.,neutral
di porket kilala ang pamilya ay boboto na agad. kapit tuko sa pwesto. pag tapos na ang termino ni tatay si anak naman. sunod si apo. sarap kasi ng nakaupo. hindi na nahiya.,negative
"yules lanuzo god bless mrs jonathan olivia ,. 22 all this wouldn't have been",positive
olivia has been really helpful to me in achieving all my profit. i'm now a car owner,neutral
what a marvelous try his trading and believe he can also help you to achieve your dream!!!,positive
tapos su kaalyadong banwaan ag barangay diri basang nakikinabang kiton na pag raot ka bukid ninda.,negative
napasasari raw a dapat na income kiton kin baga man legal. magtaga isip na raw kita rinconada.,negative
jojo bigay briones tru,neutral
"tagal na nyan dinadaan daanan lang ng mga opisyal, pagdating ata jan nabubulag sila kaya di nila napapansin.",negative
ohhh diva! kamo palan tiga varvie ah agko poder pra magtao sa permit kuno tapos,negative
"vg kamo pangharass bayda ta kamo man sna nauntulan, navuking pa logod mga gibo",negative
pati sadi agdangan nauubos na,neutral
sisay daw may sadiri saka nagtaong permit dyan,neutral
may mga muta kasi ang mga mata ng mga nasa gobyerno ngayon lalo na sa province,negative
at pati mga kasangkot ganun din kaya hindi yan nakikita kahit nasa gilid na ng highway..,negative
"sa module ko egin ko mag drawing sa anyong lupa noon at ngayun, amo yan inarugan niya kasi amo nababayad ko sadi likod ka baloy.",neutral
kaya pa isay raw banwaan na nagigibo kan? nasarwtanan pa ah iriga jusko lord pls.,negative
"naman kung gagawa ng fake news, yung makakatotohanan naman po haha,",negative
"imbes yung pambayad na advertisement para manira sa image ng leadership ng mayor namin,",neutral
"pwede itabang na sana po and gibuhon na project sadi siyudad, buko sana kanamu,",negative
kindi sa buong nasasakupan kan camarines sur di ba?,neutral
e jeff hernandez,neutral
"sayang kayan, mini chocolate hills kunta.",neutral
sa antipolo baao pa damage na a bukid dahil sa perlite mining hay nako mga gahaman na politician da pakialam ka perwisyo basta agko cinda kabig,negative
a maricris barcenasbertillo,neutral
sari na raw so mga taga kalikasan? uno raw basang?,neutral
baka kulang padi kalamidad na nararanasan ta kaya dipa mga nararaya,negative
at di mga yan ang tunay na quarying pero nasaan ang cam sur kalikasan kuno bakit hindi pinapasara yan alam kung sino mayari,negative
cge rauta ninyu balang araw kita man sanang mga tawo a mig dusa kitun.,negative
uno raw an ta di na sana alsahon tapos darawon sdto natad nira amo man sna haha,negative
tapos lakas makasabi ni gov na dahil sa climate change. eh sila2 rin nmn ang gmgawa ng dahilan,negative
bakit ngayon ing yan napansin?,neutral
at bakit iyan ang napansin?,neutral
ikot pa kau...,neutral
ee toe,neutral
sinayang ing ang buhay ng mga bayani natin na katulad ni rizal at lapu lapu,negative
kung alam ing nila n ganito ing mangyyari sa pilipinas cguro dina sila naglaan ng kanilang,negative
buhay pra sabhjng ang mamatay ng dahil sayo,neutral
oh dapat kaan dakopon man pag ang pinoy sainda teritoryo i grupuhan ninda,negative
hain na jan ang coast guard anu na taga hiro,neutral
modernization daw kaya pinalakas ang pwersa ng military haha takot naman gamitin...,neutral
sayang lang pera ng taong bayan,negative
lintian nunca kamo maglaog sa bikol babaradion kamo jan...,negative
maray pa palitan ang coastguard ..,positive
mahina raw sabi ng comment ng iba .mas magaling daw lto personnel mabilis ang action hahaha neron na agad nagagawa manghuhuli na agad ng walang upoan ng bata,negative
"nag c sesrch cla ng kayaman sa karagatan ng pilipinas cla kc yung may kakayahan,",neutral
may mga miminahin daw kc sa dagat natin tulad ng geoterium na tinaguriang the future fuil,neutral
ng mauso ang covid nauso na din nagpptayo ng rapid at swab testing facilities...,negative
"negosyo na po yata ang covid, dito sa maynila wala pa naman mga palaboy na",negative
nconfine sa hospital.. dito po sila ntutulog sa tabi ng kalsada at ilalim ng mrt station,negative
"walang face mask at face shield , di man sila pinpansin ng gobyerno",negative
yang ang sinasabing diskarteng malupit sige payaman lang kayo hahaha d nyu nmn madadala sa langit yan hahaha swerte ing na maiiwanan nyu hayahay hhahah,negative
dapat tanggalan ng lisensiya ang mga hospital na gumagawa ng ganyan.,positive
"1, 000hour? tinalo pa ninyo icu set up... look at the facilities, does it worth 24,000 a day? be realistic naman and helpful to those who are suffering from covid19...",negative
"diba walang covid anu reklamu nyu kung mahal magpa ospital,",neutral
kaya para wag makasama sa ganyang kalagayan mag ingat na po dahil hindi lang po yung matigas ang ulo magkakasakit kundi pati yung mga nagiingat nadadamay na rin,positive
"pahirap lalo...kawawa talaga ang taong bayan.,kung mayroon lang sana sapat na pagkain wag nalang lumabas ng bahay...",negative
ayyy iba din. 1k per hour. tubong lugaw naman ang tent nindong anhu egde mararahay ang mga covid patient pag sa tent na admit jhonny,negative
abang abang ka egdi mii jnaimz,neutral
"dapat tanggalan ng licence mga hospital nanamantala sa mga pasyente.. daig pa 5 star hotel sa charge, ok lang kong maganda ang room tent lang nman..",neutral
"infairness mgpositive ka pag ngpacheck up ka.kaya di mgpacheck up.. vitamins, tubig, exercise turog, ag tamang kaon.mgging normal buhay ta.",negative
kaya gustong gusto nila ang covid..walang pwede ikaso s kanila. kc wala din pwede dpat kabig 20 indi covid 19 kabig lang nang kabig kolang kasi ingkam n doctor...,negative
pera pera na tlaga labanan ngayon khit hindi totoo pero para sa pera nagagawan ng paraan.,negative
sana mging totoo ung covid na yan at ung tamaan ung mga taong di patas,negative
condolence sa wire namo na naputol sa truck. amo man adi uda na ngani signal naputol pa su wire hahahahahah,negative
hahaha dawa man di tanggalon maluya man talaga internet sadigp,negative
"grabi baga ay, pirmi uda nitz kong pwde po ayoson man ninyo asirbisio ninyo,",neutral
kmi darwang semana na uda action a converge naputol ko truck sa casureco so kabli namo uda basang bga action a converge atang nag iexam mga daughter ko last monday malang uyam converge hiro hiro man tabi,negative
ayupan hahahaha nag ra rank ako sugabi ehhh hahahahahhaa,neutral
"lang uyam na,,,, permi na sna uda cgnal...",negative
jo p mongerasco,neutral
bakit wala pa po intrnet ngyn march 31,neutral
andal kadi udma pide naman magkaprob wikwikwik,neutral
as always converge,positive
"buti nlang dq na pina connect uli kc lagi nman may problema, sayang ing ng bayad sainyo",negative
natawa ko sa caption proud subscribersg,positive
"dman pgbbgo internet sa centavo,, dman mkatabang sa tawo.",negative
hayyy kaya balyo na kamu s ibang net try nuo po s dctv net.,positive
may proud ba na subscriber jan ?,neutral
paguna q sadi sana manila agko mga napagbudol budol saka die hard fanatic. agko man palan nagka pira pira siton bicol.,neutral
kasusupog kamong mga masimot kamo,negative
luis jr sumpay belmonte kadakol man sadi mga tabogo,negative
g is sr sumpay belmonte,neutral
only lunatic could understand his fella lunatic,positive
luis jr sumpay belmonte tama,positive
buti nakailag si ate. natouch kuta so boray nina nya yudipuga.,positive
re jomar merilles abundo,neutral
"eh kung anak mo ang babaeng yun, at badyang susunduting ang pribadong parte ng katawan ng anak mo, at nakita mo iyon sa video na to... ano kaya ang mararamdaman mo bilang magulang?",positive
pag ah barita aksidente or badilan kagagatikot ka paliwanag ninyo pero an susmaryusep na explanation.time to leave on this group.!,negative
"kunwari lang ung iba ng pagsimba, pakitang tao lang, pero ung naninira at nambabatikos parin.",negative
sila ung mga diosnanong demonyo.,negative
"buti nga sya biniro lang ang maid,si laila de lima naka subo pa ng talong ni jonel. never",negative
ni di nga dumikit kamay e. asan ang hipo,negative
kapag dds ka joke lang yun ni tatay,negative
"darwang klase sna mn kuno a tawo usad n manloloko at usad n nagpapaluko,,,",neutral
sa opinyon q po agko tlaga covid n galin china kadto nkakatakot isipon ta kadakol nagbuwis buhay .,neutral
pero ang mas nkakatakot so virus n ipinagpupunla sa isip k tawo pinapatubod ninda n so mga karaniwang kamatian kailangan ginigibu nindang covid tulos,neutral
dri q lugod lubos maisip n kin isay p so mga sinasabing agko payo napapatubod ag nagpapatubod kin sala ..,neutral
"so mga pobre lugod n sabiyon ta nang kulang sa ad at medyo pilosopo n dri basta mapatubod kiton ,,",positive
nag rerely sinda sa herbal med .kapag agko namatian pinapakusog a resistensya pritas at gulay sana ..,positive
pigparabutigan sana kita kiton gayud.,negative
para tao sa covid kuno magconcentrate pero a barko ka intsik lana kadakul sa philippines sea.,neutral
change oil change oil pa nalalaman si nene,neutral
maray pa lugod kiton ngaranan na sana a mga tinatamaan ka helang na iton para,positive
masabi kung matood o diri,positive
ang covid galing sa china.tapos ang gamot gawa din ng china. sino niluluko nila...,neutral
dina basang ako naniwala kiton covid iton 100 gpiton bareta ngamin ctun tv puro botig pati mga announcer botigon ta siniswelduhan pwede pa una mga panahon na adi dina basanang puro butigon sa ngaran sa kwarta,negative
nata ta inarog ninyu kan c lolo.1pde mn aristuhon sana bugng umabot p s pang,neutral
the comment annika prcio,positive
marvin bobares diri po ika man damay sa ibang politikong uda pagka isi kito krimen. mas maray po kan ipundo mo nga nga mo kin maski po ika uda man pagka isi ka krimen.,neutral
less talk less mistake. j,positive
the comment annika pr,neutral
marvin bobares kaya ngani abu kung mag ngabil ag man damay sa ngaran sa kin isay na politiko ta uda ako pagka isi.,neutral
"ya sige po pa sige ya a nga nga mo ta maray gaud ika ta madunong,",neutral
the comment annika prcio,neutral
marvin bobares ngata man?,neutral
"kaya ngani sabi ko pasigeya po a gusto mo,",positive
marvin bobares minsan po a nga nga ipundo kin bukong maray a nag luluwas.,positive
god bless you. k bye mag tiktok nalang ako kesa mag sayang sa oras kanimo.,positive
"pirmi man po uda mandatory witness bago mag luog a mga an..,",negative
mag aabot a witnesses guraan na a suspect nira.,neutral
"dapat po talaga maaksyunan man adi ka gobyerno,,",neutral
so agom ko usad man na biktima ka mga arug kan mga abusado sa serbisyo!,negative
kap na bisto ko ika pgng iiyan ako sa pinsan ko sa usad na imbitasyon ko ing kninyo ng iyan po ika ng ray na ka ugali kadi ni kap,positive
d ng pili sa tawo ngta mn ta pg arog ing kadi ap a at a a,negative
unong kaso ngata agko warrant?,neutral
"ai grbe nkakatakot na bga condolence po,,",negative
"pustahan tayo, yung gasgas na linya na naman irarason nila nanlaban",negative
poota man eton fake news man zana iton,negative
"iiniba kaya ka doh ah agko sipon ,ubo saka trangkaso",neutral
agko na vaccine mataas pa nangad ..,negative
ginigibong negosyo na ka gobyerno a covid pandemic,neutral
emmanuel tuyay dapat amu turokan a mga sinasabi agko covid ta ngani maisiyan na ka pobliko kon talaga nakakarahay ya vaccine na panturok na an,neutral
.. kon talagang matuod yan na vaccine na nakakamaray sa covid.,neutral
emmanuel tuyay mas naggrabe logod na agko na vaccine.,negative
para more din ang kurakot ka gobyerno maski da covid basta iloog sa ospital e covid na pra ma claim ya budget pra sa pasyente tpos ya kawawang pasyente mn ni singko da matatanggap ribo pa inaabot na bayadan na bill,negative
maray kadi gibuwon ng memepostinag,neutral
"kasupog na tawo ini,",negative
abogado ba to or abogago nakaka low moral na talaga ngowan so mga nasabing agkopinag adalan mga bobo na...,negative
si amang diyos suripot...,negative
malamo ka strikto sa bayad ngowan na pandemic na dapat bayadan su 2 bill namo .,negative
nakiusip kanimo..ta ngamin masakit.. ngowan..nagsilyak pa ika,negative
malamo ka uda ugali sa public service..,negative
pero su usad na bill diri pa man due...pero ipinauubos mong bayaran.kanamo...,negative
"angelo alfelor da ngani iton konsidirasyon, bagana d nabubuway ka mga bayad ka konsumidores.",negative
bagana amo kagsaderi ka bruwasalata kon da a mga konsomidores daman xa soyan.,negative
sana balyowan nayton!,negative
"uno ta pati supply kin tubig idinamay kana suspension kana manager,",negative
"dakol apektado kana dri pagtaong supply kin tubig,",negative
lang higpit ninda about sa pagsisingil tapos iyon na serbisyo ka iyan man.,negative
dri bsang mapakiusipan putol kin putol tlg.,negative
ayuson man iton na maray man ta uda data a bao water district,negative
sobra ka strikto sa bayad ata nag interest man sa 10 after due date tapos pag uda kuryente uda man cra tubig....,negative
maluyang serbisyo maray sa bayad uda tinataong considerasyon automatic a pamumutol,negative
dapat manager sna suspendehon bokong kaiba tubig ta madalas maraot a reservoir,negative
pirme na snang uda tubig,negative
maray man ton na makamati ta pag una mo kanya na ana bwd...,positive
"durubong makitawo,.",negative
pag una mo kin isay naman..,negative
dpat kiton kasuwan ska matanggal na..,negative
iba na man raw ana mamayo..,negative
boot sabiyon palan kin hanggang kuno suspendi kana manager amo man yan dri pagtao sa supply kin tubig?,neutral
kin migsuspendi tabi an sanang manager bukung pati kaming consumer migsakit kana kasalanan ka manager.,negative
buyo man tabi kmi uda tubig kahit patak mn ing wala .,negative
paano nmn po ymg walang ibang kukuhanan ng tubig ayusin nyo nmn kasi kmi maayos naman mag bayad,negative
"maski ah tubig ka baao water district suspendido man,,",negative
a diri po namo naiintindiyan kon uno ta nasuspend.,neutral
anong kasalanan niya?,neutral
pwede bang mainpormaran a mga consomedores kon uno a contents kana board resolustion,neutral
3days na kami uda tubig sadi san juan.,negative
uno raw planu ninu baao water district..,neutral
abot di kuno?,neutral
ano po kaso?,neutral
bagana kya porque suspindido ang gm ng water district ng baao pinaparalisado pati tubig.,negative
mairak tabi kmo ka consumidores deri ninyo tabi ipagdamay ka ribok ninyo.,negative
..cguro udaman consumer na dakol a utang ta pinuputolan man tulos bga pg darwang bill na.,negative
. nagtawag aq sa ipinagtao nirang phone number to call a sabi dko po ngaya masabi kin kuno mgka agko tubig.,negative
..itinatao ninyong dahilan a breakdown of water pumping station in san juan bkit uda na ibang source?,neutral
mag isip na mga taga baao.,neutral
nla pag dka agad nkabayad...,neutral
adi man bga plaza sadi nabua kalutay..,negative
tambayan sa mga chupapi mufiafio.,neutral
"nakakaproud iriga, kahit madaming basher, pero madaming achievement din ang nagagawa, keep going lgu for the love of iriga city",positive
"ganda naman. pero mas lalo akong mig bilib sa iriga kin agko na sadiring hospital,",positive
"migkara uno man kita kiton kin bawal na magluwas tas agko pa curfew, daman sana,",negative
mas ipriority sana su mas kaipuwan ka tawo nguwan.pero do appreciate it.,neutral
sana sa sunod public hospital nman irak man ka mga taga iriga,negative
kopsit sana man plan na agko ilaw amp,negative
paayat skin sa wr namuya pakog,neutral
curfew kaya haha di man an mabayad pag ramrag 43,neutral
pag o. k yan arigon sa rizal park pag 6p.m nag papa togtog sa lupa g hinirang,neutral
sinasabayan ka reaction ka tubig lang gayon pag silngan,positive
ka fuerte hilingon pag banggi good job mayor madel and council,positive
dali n tabi kamo. ta diri panakaka answer exam mga studyante sa online sa school nila.,negative
my goodness magiimprove service nito pag pumasok na sa manila third telco,positive
uban sana pldt,negative
dakol na po ako missing sa google classroom,negative
congrats bobo! joshua proud of you and know dawa ku igen pa kamo talagang maboot na kamo sa kapwa! keep up the good work! congrats to your proud parents!,positive
"mabuhay ka cop dimaiwat saludo ako kanimo,",positive
"magandang kalooban mo patrolman dimaiwat salute you,sna tularan k ng iba no",positive
yown ganyan sana if may kakayanan naman.. salute sa mga katulad nyo sir.,positive
good job and salute to u sir and to proud parents ate dora dimaiwat,positive
uulitin yon pagpark sir kasi mabait ka.,positive
myrick martinez saka dapat mag taga in nawa nga drivers na mag basa muna,neutral
gayun ka auto pero di tattao magbasa ka naka butang sa gate kapatal mana masimot na kagsadiri yan ka xpander,negative
"reading without comprehension gad su driver. aba nang di mabayad su nakasurat, sadto gate.",negative
o dawa common sense na sana su ginamit,neutral
"...di magpapark sa katapat ka gate, mapa baloy man o establishment. just saying poe",neutral
uda enforcer sa iriga ?,neutral
"tinuyo yan ko driver, dapat ipina barangay mo nganing ipina towing ,",negative
no parking man gad a lugar.,neutral
dapat tinulsok mo su 4 na gulong para patas a,negative
dapat dire tawban plate number.,neutral
kadakol kan mga inutil na driver basta sna makapark.,negative
nayari nman itun knako.,neutral
ako dri ko maliog sa baloy awto ko ta nagpark sa atubangan gate ko mismo,negative
.inanap ko su driver.,neutral
sinabiyan ko iluog ko awto ko nkaharang sa gate ko,neutral
.su simbag knako no problem hahaha.,positive
bgana ako pa su nagkautang na buot kanya,negative
.pinabayaan ko na lang ta senior citizen na.,neutral
mostly amu yan problem sadii iriga kadaklan sa mga driver diri tatao magbasa ta agko na ngani nakabutang na no parking mga nakapark pa taz di man rinarakop ka mga csu ta mga takot pero pagmga tricycle automatic rinrakop.,negative
kn trimobile po baka sadto nayan lto naturakan ko driver,neutral
nakaatraso sa maray tapos migapologize sana..,negative
agko man nakasurat sa gate.. non proa lisensya ka driver.,neutral
dapat pinagbayad an ku aldow na nasayang,neutral
rinconada na rin ako,neutral
baka malaman laman ko nasa pasada,neutral
"misis kung mahuhuli mo man ako ayos lang may apat pa naman ako,",neutral
yung iba taga bato buhi bao buraynaniya naga pa 4,neutral
hamag naiyan..,negative
pig kwartahan sana man nindo ang mga rapid testing result.,negative
tapos sa umaga.. kumpolan ang tao.,neutral
tapos pag banggi.. kadakol curfew...,neutral
sabi nga kan nadangog ko igdi sa kataid na harong me igdi sa manila.,neutral
night shift daa ang covid19.,neutral
naman po tayo mga kapwa ko pilipino.. tama...,neutral
ok na tong sarong taon na my mga nakurakot. kamu.,positive
mahirak man kamu sa mga mayo ng pinagkakabuhayan.,negative
opinyon ko iyan.. ang magalit.. tiyak.. saro ka duman...,negative
"dawa ano paman ang dahilan,mayong karapatan ang siisay man na manggadan..",negative
ang kriminal ang dapat na basolon ta sinda ang nakagibo ning krimen bakong ang biktima ang pagpara basolon.,negative
yan ang sabi! pag kumita ng para sa buhay gamitin ito sa tamang pamanaraan.,negative
pag usapan pera kapalit ng panandalian aliw kaylangan tuparin ang usapan.,neutral
kaya mag ingat palagahan ang buhay,positive
kaababa man ka silong ka kadaklan sadi sa mga bakla.,negative
"porke arugkan a kawsa ka pagkaguraan,",negative
pigtawan ag insultuhon pa ninyo kesyo wanpipti o uno pa man na degrading na saritaon.,negative
uda tawong deserve na guranon na basta sana lalo na kin arug man sana kan a dahilan.,negative
"la ninyo ka mga umawon, ginigibo pa ninyong katatawanan,",negative
nadali sana ku wampipti,negative
wala nyan mga silbi gawin nyo ng pataba sa abaca!,negative
diko lang ma gets kung tngata arog kadi ading comment section.,negative
nakuko nyopa tlga mang victim blame ano??,negative
grbe buhay so nauda!,negative
ginuruan dahil sana sa dire nabayaran!!,negative
tapos kamo la paka mga sarkastiko kito mga comment nyo.,negative
rip sint bistado taka namaboot na tawo.. maabot ang karma jn sa nag gibu saimu,negative
malala pjn makukua ninda,negative
magbayad kc ng tama para d patayinl! j,negative
ata nag hahanap buhay man su tawo,negative
"pa gulo lang at mga pa hirap lang yan mga pso na yan,",negative
mga abusado akala mo kung mga umasta talo pa mga pulis.,negative
dpat tanggal na ta aram man ninda sala sinda,negative
malamang nagpapasikat lang yan kaya dpat tanggalon na mga yan ta kung mga,negative
makaasta daog pa mga pulis.,negative
masimut na!!,negative
"feeling ksi nila porket nka uniform excempted sila sa violation,",negative
uno iton suspension sana itatao.,negative
mga nkaka raot sana iton.,negative
iobus a ticket kanda.,neutral
"pag uuna man ninda pag mka ticket bgana pirmi agko pa raffle. kung mg check point ngani buko motor sana,ngamin na behikulo. puro kya porma bgana spo 5.",positive
mahigpit pag uda helmit. pero senda ngani dae nag gegebu kan pinatutupad nindang batas!! palpalon n marayn,negative
shoutout sa nag pic nito hahahaha salute,positive
mayabang man tiga uyan na nka motor na uyan felling police hehehe,negative
tama sana yan,positive
kamu nag papatupad ka bata trafficko kamo man nag susu way pag laom,positive
gayud d na kamu ma sasakupan dapat kan tikitan man,neutral
good job mayor..pero sana man to mga pso na iton dri pakaarogante pg magsita ta,positive
mas maintindihan kin malumanay ang pakasita 4,positive
abusado man kaya. deserve niyo.. lang uurag ninyo.,positive
anna lisa corterolacayanga pacardo,neutral
tama yan. hindi lang sa mga ordinaryong mamamayan dapat ipatupad ang mga batas.,positive
dapat ding bigyan ng leksiyon ang mga opisyal sa mga ginagawang violation,positive
maraya pa kamo aangas kaya ninyo daog pa mga pulis umasta...,positive
law implementation and law breaker mga mayayabang yan,neutral
"dapat di lang suspended,ticket din sana at kunin ang lisensya",positive
"maraya p kmo,,,buti nga sainyu nandadakip kau kau dn pla pasimuno",positive
ma cel dancalan,neutral
yan kc nkikipg unahan eh d mo niya kya kya sumabit k. ganyan yang mga yan eh akala mo aagawan ng kalsada eh my sasakyan sa unahan ggwin ng ng nsa likod mgoovertake.,negative
nararanasan ko yan pg umuuwi aq s bikol at d aq natutuwa pg ganyan,neutral
ginawa ng bus driver.ny pamilya kming uuwian kya ingatan nyo mga pasahero nyo.,negative
"basta maaksidente balasubas na,,,dba pde svhin ninyo n aksidente is aksidente,, kahit un",negative
driver nyan ayaw din nyan mangyari s knya,positive
"sa totoo ing po, ang bibilis po kc ng iba magpatakbo tiga. wla po akong pinapangalanang bus company, pero halos ihat.",neutral
"di ko po alm anong ruta nitong bus na ito, but in my experience, lalo pg byaheng bicol to manila and v'versa,",neutral
"lalu pg gabi sobra tigang bilis, ung tipong malalaglag k s kinauupuan mo pg nsa pacurve.",negative
ingat ingat po tayo mga kababayan.,positive
sige kasi ang karerahan ninyo kung sino ang mauna pansin ko ing sa mga driver pag maniho sobrang bilis kaya disgrasiya ang dulot ng pakikipag karerahan ninyo mga driver,negative
ingat namang kayo mag maneho iisa ing ang buhay namin.,positive
ng aagawan kc mka raming pasahero labas tuloy disgrasya.kung sahod ng mga yan arawan hindi per head malamang sa alamang titino mga yan,negative
lourdes de lima,neutral
dios mio bka npaidlip c driver... doble ingat sna po a.,positive
sa mga driver ingat po kayo at kawawa mga sakay nyo,positive
yan dapat ang dumadaan sa mvis ng lto. hindi ung mga private na sasakyan,positive
may namatay ba,neutral
may injured passenger po ba? pa complete naman po yung details ng report. thank you,positive
and god bless,positive
saan byehi po ung bus punta manila.,neutral
ingat ing mga driver.,positive
"pirmeng marebok dyan sa pili local administration, ta maski yaon dyan an kapitolyo,",neutral
"determinadong marhay si alacalde bongalonta,",positive
na talagang dae mapatupi asin deretso an pagtindog maski anong kosog kan paros na hale sa administrasyon provincial,positive
"kan nakaaging 2019 elections, mahigos na kampanya piggibo nivillafuerte.",neutral
"bongalonta kaya lumamang nin 6,000 boto si andaya laban ki migz v.,",neutral
"alagad tinapalan sana kan botong hale sa lriga kun saen nadaog si andaya ni villaf nin 12,500 boto.",negative
"sa kagabsan, gana si andaya sa st dist, 2nd, 3rd asin lalo na partido sa pagtabang ni fuentebella, alagad, grabe so inilamang sa rinconada na tinapalan gabos na ibang distrito kun saen guminana si andaya.",negative
"resulta villafuerte 411,418 boto anadaya",neutral
"406,320. dinaog nin 5,098 boto. summary kun dae kutana natambakan sa lriga city si",neutral
"andaya, kutana, nabago na so lawgon kan camarines sur.",neutral
"sa politica dapat pirmeng totok, kadakol nababakal kan kwarta, minabaligtad.",negative
lesson learned.,positive
"eo rempola true yan sir, dakol kaya nababakal.",neutral
masarap cguro maupo jan s opcna ng mayor.kaya ayaw ng umalis.di pala yn pweding pahiramin.,negative
ayaw ng isauli dapt kyan dae n ibuto ta aram n ang ugali.pra sya pnsmantala nka tukaw abo ng mag,negative
tapos pag abot baloy migkado man sana.,negative
lapotang ibang mga lider kin pnp di mga tanga talaga,negative
bers hahahahahahahaha kasayud ay,neutral
ka sayod man ...hahaha uyam baga ka mga palpal na parakaran .inda raw,negative
kasayon siraam sana,positive
hulihin nyo yung mgka holdinghands nagyayakapan na hindi nman mag asawa at mag jowa.g,neutral
".. this is getting rediculous! what's next, the pnp will inspect every houses before bedtime and tell the couples that they cannot sleep together..?",negative
tapos pag abot sadto baloy nira migkinaduan man sana. daman sana silbi. pasali nyu talaga qs,negative
intirong inaabagat. 2 grabe man po kamo pnp da gayud kaya an pang zams basang.,neutral
in favor of single people... ahaahhahahha w,positive
mga kaabnormalan n pgiisip.. rakpon ninyo mgkaholding hands n buko mn mgkauno uno..,negative
pero kin mgagom uda kn problema...,positive
pagabot s baloy migulod mn sna mala irakman nyading ni patupad adi grabe abuso. da gayod ni payaba nyadi eh.,negative
kina naka angkas man sana sa partner naka kugos. palain lain sana kamo .,negative
maray pabinalik nyo sa dati pamasahe na ugma pa kami,positive
"when you say family members are also covered by the ban,",neutral
is this applicable only for adult members? how about if you were with your kids? 3,neutral
"ps. know sabihin ng iba common sense pero, please be specific naman kasi.",positive
hahaha. oh jerick pag tatawid tayo ng kalsada bawal mo pala ko alalayan,neutral
pag migkado kuno agko dapat barrier hehe,neutral
magkarabong kamo ni agom mo brig. gen. usana? pasali mo ton. di mo idamay ibang tawo!,negative
hahaha amo ta makaiibog man gayod sa mga single baka nauuyam na kaka sana,neutral
salamat sa pag picture kanamo ni bebe agko nako pang cover photos,positive
"harold ara ambog mo kaya kada agko mabayad na pulis bayada namatuod kauragon man kading naisipan,sabi ni kulas paglalako kaamo ngayal!!!",negative
safe ang mga walang jowa hahaha,positive
kaya uman adi linulowasan kadi pilipinas cge nasana pangutang ta arug kading mag isip a mga nsa kinauukulan haha kpa tibwas,negative
so funny a protocol ninyo mga sir..dawa palan mag holding hands kung mag agom rakupon.,negative
maray ayatan sa marriage license ngarig maisyan kung mag agom o mag cram sana kasayon covid n kauragan kng virus talaga yan tigbak ngamin na tinamaan kan pati kya trangkaso sna covid na,neutral
putang ina kakapayan su mga agku salang gibu a pang rakpun ninyu arug ka mataban tulak sa druga kriminal amu yan a tawan ninyu sa aksyon kapatal man ka naka isip kadi bagana utok lanag labnaw,negative
basagin ang pintuan papasukin si mayor tom..,negative
paalisin muna mga tao para di naman kuyugin si vice mayor and tropa ta baka nagpipirma pa man social distancing po kamo ta may covid pa.,negative
madadamay nyo ang iba kung ang virus yson dyan. parang awa nyo na.,negative
ano po meron? enlighten me please about the issue,positive
meron na yta order from malacanang na pwede na bumalik si mayor tom sa ofis ayaw pa umalis ni acting mayor,negative
"nakakawili wili tukawan posisyon for mayor acting ming kuta cya,",neutral
"isipon kapakanan kan mamamayan tbi po,",positive
kakasupog hayyy,negative
anu nangyayare dyan?!watching from bulacan!!!tango ta ngtakeover c vicemayor??,negative
dapat nilinaw ang memo from prov dilg at may nkalagay date of effectivity kung kailan tiga n pwd na balik c mayor,positive
hala mga leader ng barangay. . anyari po?,neutral
inihalal ng taong bayan. . anyari sa bayan?. . keep safe po mga taga pili.,positive
kakadul kaya hinali ni acting mayor mga employee si mga job order under mayor tom...,negative
ta nagbalik na remate si mga bagohan eu man mararata,negative
harani naman election let the people of pili decide....for the while baba na nguna si acting....,positive
kung hali yan sa provencia...si kapot ni mayor hali na sa taas...baba na kamu,positive
watching from newspaper,neutral
keep safe mga taga pili covid is not over yet,positive
god bless you mayor tom!,positive
nwara c social distancing po staysafe everyone.,positive
dapat kadi ki kuya pabatangon sa bike lane tapos pagpara pa agyan sa mga bike nganing masukdan.,neutral
"jayjay abdulla lovely, dapat kadi paka unon sa gulong su maubos basang niya a usad na interior. para ma acquitted iya",negative
"dapat kiton patindugon mag gapon na naka uba, tas pakanapan sa antak! lintian baga",negative
tas lapang sirom! inda ko sana kiton kin dre iton matawan sa leksyon!.,negative
"o kaya pagunuon sa niyog baba taas nganeng maimgustuwan iya, tas pag lastikuwon ka mga madlang people hahaha",negative
"maraya payka , pag trabaho ngani noy",negative
"life is hard enough if you make wrong decisions, but life is even more harder when you",positive
mataban mo yan sa bike poste tatabanon kiton tas utal sa barandilya bayda ta mautak utak na awak,negative
yan po ung nasa cctv na suspect din po namin nong nawalang bike ng kawork kong cashier sa lcc bato,neutral
