cleaned_comment,Label
imaraya paykang pisti ka.dapat kanimo tigbakun na!!!!,negative
dapat dyn putulan ng ari para di tularan ng ibal!!,negative
maray man na narakop na ton.,positive
dapat talaga ibalik na death penalty. dapat ka mga arug kiton dina nabubuway,negative
ka libugan mo ado himas himas ika sa babaying kaya sina man talahan,negative
ngowan kastivi iton gud gudan rw cton utak ag paril kin luwasan ika,negative
natrikan kan ika ab suelto ika kulog pa sana luwasan ika inda ko sana.,negative
"pauno man mabisto ta dman pinabayad a lalawgon tpz uda pa ngaran,,",negative
maray sana tah narakop na,positive
"manoy d bya ika nang girabo gosnab n tabi ika, mkoapo mo nxna so ni rape mo,",negative
"saka agko mn po gayod ika agom tana sdto nsana tabi ika agom mo nqgpakontinto,",neutral
irak mn ko igin ntroma p po knimo...,negative
dpat xnaman po pgbyaran mo ginibo mo ko igin...,negative
"laan mo,maghimas ika bakal na rehas,",negative
nyeta yan hwag na takpan ang mukha ng hayp na yan..,negative
sna manlaban kn ing sa mga pulis..grbb ka lolo.olol k tlg.. hyys!,negative
taken nangagom nasanayka kiton tuninong pyka,negative
sisay raw ya rapist n yan.mkatakot ka maray mn ka.,negative
mabulok nk sa selda uno ta dri ipabayad a panlawog.uda konsensya,negative
dpt nyan putulan ng payo sa baba garo bako 20 yrs old an,negative
demonyo ka dapat sayo pahirapan hanggang mamatay,negative
grabi na talaga an panahon ngunyan..,negative
nag ruluwas na an mga hayop hayopon,negative
putulan tanganing magtultul,negative
"pakitang gilas dapat pnp dyan sa bula, itumba nyo nayan. para dina pamarisan.",negative
putulan dapat ikang buto! bago ka bitayon,negative
"sasama ,susuko ako susuko pero pinag badil na oda basang kalaban laban,",negative
baga na ayam na giniraan,negative
yan.. kawatan n rin ba cla? .. hindi n tama ito.,negative
"grabe nangyyri ngown, tpos sa barita permi nanggad kuno mataas ah survey kan",negative
pareho din sa punong bray. ng nifio jesus.,neutral
parehas na parehas ku nangyari sa camarines norte ki kad. verzo...,neutral
"nabadil na bago nag abot su search warrant,",negative
nagpa tulfo pa pero uda man nangyari sadto investigation,negative
pinipirit ko pa man maintidihan kintana kaso di talaga ko maka intindi kiton english na iton,negative
". nagray na kintanang pag basawon kin tagalog man basang, maka sabay kintana.",neutral
anu na yan? pirmi na sna may ginagadan sa arog kayang paagi.,negative
anung klaseng pamumuno yan ni duterte.,neutral
mang gadan ning mau man kasalan?,negative
tapos papaluwason na may illegal firearms o kya drugs.,neutral
kabobohan. patalsikun na daw yan sa termino nya yang duterte na yan.,negative
"ta puon kang iyo ang naging presidente, nagkanda malas malas na ang buhay kang mga tao nagluwas pa yan covid na yan.",negative
dakol na ang nagagadan because of covid and arog kyang sistema kang mga kapulisan kuno,negative
idunno kung pulis ba tlga yan ano. mga maung konsensya maung puso!,negative
nag apugaw na ton till,negative
karisang di sang mannilod,negative
"vince jinro arog tana ika kan kaso nasala su spelling ku pantry, naging panty kaya uda nagrapo hahahaha",neutral
dodi fortuno kaangay mo kadi nag tataktakan pati kamo sa itsura... haha no grlfriend since birth. hehehe,neutral
ok na kintana di kaya naka facemask...,neutral
unu pa kiton mga padi anson joeninn meo lrc tumugrok nmn siton pagatubangan,neutral
baad makasawisaw,neutral
"so mga agko ngani jowa siton na lampas sa usad, sobra n man yan, usad sna ngani",neutral
rozen con gatikat na sana bana sadi na paiyan,neutral
"palain lain sana, pagsapna na ngani ag paglimpya agko basang ika data",negative
tsansa n di ko mga angut u uw,neutral
arugon ko man raw tibaad sadi makaturak na sana all,neutral
irak man mag diet ngani ika magka muscle basang sa gatingay ta ana ibang girls,negative
kaya gusto medyo ako basang muscle muscle na gatingay.,positive
gudluck kanimo sir sana makatagpo uman ika,positive
go na john michael barroga . pambato namu ika sadi rinconada,neutral
baks caroline jade diaz zerna lagay tau nito sa harapan ng subd nyo dadayo akow,neutral
nag paparisang deri tataong mag ilusyon......,neutral
sheira organize na ika ng arog kadi. idamay mo na ko ah.,neutral
malamang masisi nanaman si angel nyan...dapat sisihin nyo si demonyo..hahahaha,neutral
"nag irak na baga ka tawong pobre abaana ayy,rest in peace po",negative
tauno man kaya an ta kaipuhgn pang magpilg dapat kan house to house ng ipanao,negative
ya ang gawa ng pagka kolong natin sa sarili natin bayan na wala naman tayong,negative
good job ! kadakol na bakanteng raga sa palibot dapat magtanom na sana para deri na mag bakal,positive
dko maeentendhn are kan paraholdap seton,neutral
mga bukong bumaoy ng pulis ta puro kya mga chismuso chismosa mga abu maalin aa mata sa pangyayare ta marig kompleto ee chismiss,negative
"jusmiyo marimar,sa ngaraw'ngawan sana a pulis tauno di tulos narespundihan!.",negative
lumuluyo sanang tinampo!,negative
kung nakaiyan tulos pulis tibaad makorner pa!,negative
"kadakol naman kadi holdap incident nguwan,",negative
masakit kaya adi buhay grabe patios dahil kadi covid kaya kin uno uno na sana naiisipan.lord a a.,negative
element of surprise saka aram na clear so area then strike,neutral
kadakol tawo uda basang nag sbi sa pilis.,negative
kadakol lalake puro meron dri basng nag tabang.mga nerbyoso,negative
dapat agko siton pulis naka round basang sa palengki .,neutral
.ang lapit ng police station nsa harap lang maluya,negative
a nabayad ta po sa video na sinasabi nyong chismoso tapos na po uyan. a,neutral
nag dulagan a tawo ta nag luwas badil a suspect,neutral
kadakol kito tsismusa tsismoso.,neutral
amu dapat yan unang pig ki clear ta kin isan pa so holdaper na nag iyan a pulis puro an mga maka iiba.,neutral
mga nagtago so tsismosa laka mga salut sa lipunan di sang nakaisip mag tsismis sa pulis kintana narakop na!,negative
dakol na kaya ka nag aalop kaya nang hoholdap na tps so iba man nanaban so iba nagbabariwas sa shabu,neutral
mga rin napoh pa so pag rapo ninyu nag baoy na kamong pulis ditana narakop pa,negative
iniuna kaya a chismis,negative
pano mn mga bystanders alam na nilang my nangyayari dina inalerto ung mga pulis,neutral
tatawid ka ing sa kabilang kalsada di magawa,negative
d po ngani an 500 meters ana police station dri po kmu nka dalagan tulos na mag sumbung sa police station baao,negative
"ay naku ko, nag takot na.. kapusuan man nanna ng hold up na an..",negative
arani sana ton na station sa pulis cton area,neutral
mga namungnan gad 3 kaya d nakabauy sa pulis,neutral
nakkatakot na kc sa subra ng hirap pati dyan my holdaper na,negative
kaarani ka pulis siton labi ng uda basang nag baoy.,negative
agko man kntana grupong nagpplanong mag arug kadi kndi agko nagkontra por medyo ka arug kuyan n sistema,negative
. tinututturuan p ngaya mag inugak su iba ag man,negative
limas n arug kuyan n bga n para taban,negative
gina soriano sinfuego ta amo ngani po baga na mga uda inadalan ka mga babayi na uyan,negative
grabe ugali nira ...di na mga nasupog ..,negative
gina soriano sinfuego amo yan so nagray ng panaritaan agko pa dara mga eco bag,negative
sa mga itsura nila dna man sila gutom d nman sila mahihirap sadyang matakaw ing at mga swapang walang disiplina at makasarili,negative
kayod din kayo teh hindi puro asa sa ayuda mga kyoyup,negative
kamouynakakainit kamo ning payo,negative
nakakahiya kau!!!,negative
samantalang yung lalaking nasa lansangan na kuha ng dalawang orange lang tapos pinapadagdagan pa ayaw nya dahil sapat nadaw ung dalawang orange at marami pang iba na kagaya nya na nangangaylangan din tapos kau inubos,neutral
ubos na ka mga uda supog!!,negative
dapat pinagbuligan n ninyo so lamesa ta dakul man kamong magkaibahan,neutral
nasupug pang mga siknit adi dina sana inubos pati lamesa payong dapat kinuko pa,negative
ninyo kapal ka mga lalawgun c ina niya ka mga alup,negative
aynang mga awak ninyoyton bana mga nag aalop sa maray nanikern,negative
hahahahaha nanaod man talaga sinda mader nakigkig ako hahaha,positive
kong fiesta sadto kanda.makakatipid makakahandang lagatob,neutral
mga uda ugali.di na na irak q mga tawong na nganga ipo tlga..,negative
silong ko gusto sna yan sumikat sa social media kaya nagpa pansin man,neutral
ka mga angap ninyo!!!,negative
ingduduag na ninyo kamo pa tiga ngubos kiton na para sa mga tawo na nangi2puwan tlga,negative
".ngkkapal na ka mukha ninyo!..uyam!,",negative
ka mga angap man ninyo. bago tabi iton na spray. hahaha,negative
amo sana gustong ma buway. ka mga angap,negative
"paslo man na! malaka mga gulsok, ayy inda sigurado ka lapa kan ka mga tsismosa!",negative
hala isang tray ng itlog hinakot na ng malaking babae,neutral
"naatira pa kayo sana pati payong, mesa dinala nyo na",neutral
mga mataban ..talaga mga uda supog dinara na kintana so lamesa saka payong amo man sana...,negative
amodi usad na example na uda talaga disiplina a kadaklan sa mga pinoy uda labot sa iba,negative
..magayon na katuyuwan pero a iba pampulitika agko sana ika kumentar kadi gobyero,negative
...kin arog kiton uyam na magdunar...,negative
esus kita d mn ing inisip so kapwa ...,negative
nkpaka greedy kasusupog man ka mga arog kading mga ateng nalimutan nyo lamesa iuwi nyo na rin.,negative
malan kin mag oduodu ika manay kito tramuya mull!,negative
maganting man...sn tiga dumakol pa mga pantry suyan baao.,positive
magayon kai maray uyan na kaisipan mo makatabang sa kapwa,positive
god bless kaninyo nakaisip kan.congrats tabi.,positive
wow.sana all po talaga kayang ngamin magtaung arug kan na blessings,positive
sana ihat ng bray arog kan hehehe,positive
sana ol...sana dito din sa lugar nmen may ganyan,positive
"kin arog kan uda n mig alop,,,",positive
wow... magayon na gibo,positive
mray pa mn ade mga tga baao y,positive
iton ayuda skilong bugas uda panura paunu man su pamilya na mauodaan nanaman sa hanao buhay ngoan na gcq.. meg alop,negative
...diri ngani nacovid naguraan man sa kaalopan.,negative
tapos meg tao sa ayuda megpa pila pa..,neutral
su mga gurang na uda man mamandan amo megpila.,neutral
maging lesson na po kintana su nangyari kadto ta dawa paunu sa gcq diri man naaalin ito virus.,negative
apektado sana a ngamen.,neutral
amu sanaman pati tatawan sa ayuda so dating mga oda man gibo sa buhay mga oda trabaho mga tambay....,neutral
so agko mga trabaho amu mig alop ta kin d makatrabaho...,negative
maga politiko iniisip lang ninda mga pang sadiri interest arani na kaya election kaya need na makakuku sa dakulong fund. hahaha,neutral
"sna an ayuda idistribute na kada baloy bokong papilawon pa,",negative
agko mn bga vehiculo lambang barangay eh d amuyan gamiton ka pgdistribute,neutral
nganing mgkaagko mn partisipasyon a mga kgwd ska tanod,neutral
ay inaaang! alam na dis korapsyon is waving harani na ang election nagkukua ng budget. lols,negative
hayy.d man po ta dawa raw masakit mag anap buway ayos sana kaysa umaasa kito ayuda na d man nakaka abot,negative
"actually maski kadto, di man talaga napunan ngamin na pangangaipo kah tawo ehh",negative
mingga pirak nmn adi kadakulo mn kaya ka pinatutugrok mo gov. na baloyopisina sadi iriga kami nmn gigibuhon mong rason..hay so sa,negative
pag yumaman n sila..for sure new normal n tau,neutral
dakol pang ayuda... bagas tapos picture kan 3 pulitiko hahaha,negative
"panlain lain sana eton na iisipan ninyo palibasa cton kamo nakaka kurakot ,",negative
sumo baga.maray basang kin natatawan ngamen sa ayuda.dri mantpisting duque dillegal na mataban..,negative
magtao kamo 5 kilo bugas ya pauno panura ?,negative
15 days dana trabho mg gcq pa.d mgraan a tawo sa virus .mgraan sa kaalupan,negative
nag baba na nman kya so 2021 national budget. fund a na ccovid bku a mga tawu!,negative
sige balik naman ninyo sa dati basta siguraduhon ninyong buko ng palpak maski kaya nadisgrasya covid na la na ninyong uyam.,negative
csay naman raw kapitan migka agko instanst grocery store? e,neutral
marami rami nnmn ang mappera ng mga kurakot jan,negative
anu nanamn daw an gigibuhon na panggigipit kan probinsya,negative
alfie natividad fabriga dasmarifias ka fuerte idol hahahah,negative
gahaman k man kya solano mau k man utak pra mg pdalagan kn banwaan nkan pili,negative
"dina sana kintana iya nag lunad kin mg kominto man sana, imbis di pg istriktohan",negative
iistriktohan naman ahan pa balatan paryo ko nangyari sa del gallego,negative
ata maka lulusot na agko man nag hudas na osad man na pasahero na naka uli na ngani sadto,negative
"pagsasadiri man niya tas saka nag komento sa facebook,lang pagal pagra isipon ka mga ugali ka pinoy,",negative
kadto ko panahon sa hapon pilipino tago pilipino turo,neutral
victor tanayjr diman pwede na itago a arog kan na sitwasyon po.,negative
"kami naunang nag lunad,",negative
kasalanan pa namo na nagpapapuno si manoy driver?,negative
"di dapat paka paslo sa pasahero ta kin agko positive sadto usad sa mga pasahero niya,",negative
damay damay ngamin maski hanap buhay nirang mga namamasada.,negative
"kin pag striktohan man kita, consequence an dahil di kita nag sunod sa protocol. tama o tama?",neutral
sala a logic.,neutral
victor tanayjr ser tama pong comment mga kusong kitang pinoy atang bawal,negative
sadi ngani manila arog man kiton bawal sanaman an kin nararakop,negative
uda man covid sdi camsur.,neutral
pag agko natitigbak na two paluluwason sna covid pra agko sira issue maibareta sa publiko.,neutral
agko ilang nag raan sa hospital kakausipun q doc so relatives sasabiyan sa gibun na covid a pagraan pra uda kuno byaran na bill sa hospital,neutral
oy mga diday pumundo kamo sa ngutab ngutab na keso peke ana statistics na uda man talaga covid sini cam. sur,negative
mag iyan tabi kamo sa mga hospital na agko covid ward,neutral
alinun ninyo mga mask ninyo,neutral
tumakin kamo o kaya ingab ingabon ninyo ana angin sa ward anggan bumutog ton na mga buros ninyo pala ulaton ninyo lampas 1 week pala mag comment kamo sadi ulit kin baga man peke ana covid situation ka,neutral
kaya matakot tiga mag commute paiyan sa schoo!,negative
dapat po sa mga driver na diri nagsusunod ka tamang protocol buko sanang tecket a ipataw kaso saka erevok a lisinsya,negative
dapat ang pasahero na dae magsakay nahiling ng piano driver nman apektado kyn,negative
pendyente an saiyang pagbyhe gibon sana pasahero...,negative
"yan ang aksyunan dapat, tapos ang pamasahe ka mahal mahal,",negative
namba wan an banwaan!,positive
a isi ko bagong mamundag sana uda pa basang pag ka sabot sa kinaban.,negative
agko pa palan iba! ragon!!,positive
negosyo daw ang covid na yan..,neutral
sus dito nga sa manila mas grabi pa jan ung tipong sa sahig kna naka upo para makauwi ka ing... hahaha,negative
"totoo yan khit dito ganyan din minsan ang jeep n patatabihan pa ng psagero khit ala n msasakyan,",negative
pag di ka umusog pag sasabhan k maarte eh double pamasahe...,negative
tpus ang tricle sa iriga puno ng pasahero pero 20 prin pamasahe kada isa pag nag complain k ng pamasahe eh un daw ung minimum nila pero puno ang loob,negative
..wala nmn social distancing nanasusunod.,negative
.negosyo na masyado tong pandemic nato habang ang iba grabe na ang hirap,negative
..ok sana man kanako kin plete double basta sumunod din sila sa patakaran...,neutral
ginawa nang negusyo ung covid ng gobyerno,neutral
kung di kamo mag sunod sa protocol.. kamo at pamilya man sana ninyo a madadayaan..,negative
tapos pati ibang tawo na nag susunod madadamay pa.,negative
pero ang sinisingil na pamasahi doble,negative
wala na yung dating ganda ng mundo,negative
"wala naman talagang covid yungga doctor dapat ng doh at yung secretary nila ang me covid dapat sila ang e quarantine,",negative
sugapa man sa pasahiro si manong driver,negative
mas ok ang english kc simply man sana baga intindihon dawa hs graduate maintindihan man.,neutral
ang rinconada dialect kc dai mi man maintindihan ta iba man paka bicol nindo.,negative
sorry no offense meant nagpapahayag ing ng tungkol sa issue na ini.,neutral
israel bicolana danna poala pag english nga raw di gaano bastos n basahin o sabihin ang mga ganyang pahayag.,neutral
mga sadiri sana iniisip.,negative
"sumunod na sana kintana, ta di man pinagbabawal umuli.",negative
"sa kagustuhan makauli meski ano na sana gibuhon paagi, napakasakit,magsiksikimbes na gamit ang isuksok",negative
"hayy mga manay,manoy , lalo lang nindo pinapasakit",negative
",pinahihigpitan situation tios tios muna nganiii!!!!!",negative
kaya nga payagan nyo na mg byahe mga bus basta mg sunod sa protocol,neutral
lintek kau cge byahe pah kala ninyo hnd kau mahuhuli butinga sainyo culorom kau,negative
byahe kau ng byahe,neutral
mattigas talaga an mga payo lalo na ang mga kagsadiri kan van,negative
an mga pasahero naman dai man lang iniisip an kaligtasan ninda coluromm an gabos na van na yan,negative
ading pandemia ditana pagdarawon cton bicol...,negative
a mga colorum agko kontak na mga buwaya sa raran..,negative
"nako daming pasaway, lalong hihigpit pag laging ganyan gawin nyo.",negative
tatagas kan mga pamayt....,negative
oi pating mga adi kin naninita halos kulang nalang paobaon ika grabe na ka oa na kding sistema sa bicol,negative
"tama po sir gnagawa nyo,kyo nmn pg snbi ng bawal is bawal po,wg pasaway..",negative
ata! ka mga sangsangan.,negative
oda talaga progreso pag arog na kadi.,negative
pero kudos sa mga taga lto. ma pasensiya at saka very professional,positive
ay mga pasaway talaga,negative
ta maraya pa kmo.,negative
grabe namn yan punong punoh namn,negative
"ireklamo nyo na lang ako, tumulong ka sa kapwa mo at yabang mo. ulol ka na gago ka pa!",negative
huli ka balbon,negative
wawa nman c kuya natimingan.pa naghahanap buhay kintana.pinaipitan mo kuya dakol dakol baka nakllusot paka,negative
myra morallo sanay kaya iya sa kalakaran na agko pirmi paipit. ona gayod niya,negative
myra morallo iligal po cling pumapasada kya hinuli.,negative
rakman 9 dawa mahal a singil nira sa mga pasahero atleast agko nalulunadan a mga tawong pauli sadi bicol.,negative
"nasaktuwan paman 4, driver sana man sinda buko man talagang kagsadiri ka lunadan kaya pipira sana man nira nakukuko.",negative
ay inda raw kaninyo.... agko marakop sa oda mga agkopa nasasati..... naraw baya,negative
"kamo raw mag mantini sa mga checkpoints kin diri makilas mga mata ninyo sa libo libong lunadan na dapat ninyong siyasatin, aber baya",negative
naku natiyempuhan nya ung duty na strekto..,negative
good job pakarayon lang serbisyo rakopon kon agko man pagbalga sa regulasyon.,positive
dere sana pagkolgan.,negative
kabisaranon para mausay ana problima.god bless mga kapulisan sa bicol,positive
ibg sabiun pg laug nia bicol may ng aku kng bribe nia sa boundary..,neutral
irak man ang pasahero man gayod kompleto man sa kaipowan,negative
uda malunadan na bus kaya sa mga van naglulunad ah,neutral
gusto na pauli pag magbukas na kamo payagan na kaya ah mga bus na magbiyahe siton bicol para uda problema,neutral
pa byahe nyo na kc ang mga bus mg strikto ing sa protocol para mka iwas sa covid,neutral
napipilitan ing kc ang mga pasahero sumakay jan at isa pa ang taas ng singil x4 sa orig na pasahe,neutral
"nata kaya kunu 1k sana, kulang daw kunu yan kanda hahatsk tsk.. erak man ay,",negative
hahanapbuhay sanaman.,neutral
"kadiit man paipit mo manong,",neutral
dpat dinagdagan mo ki saro png zero pra mayo nang rikusdikos.,neutral
"..pinagtataka ko yung mga van n paaliis digdi s manila itinatawag muna ang plate number, tos color kan van, nata daw?",neutral
lesson learned nayan.ta kin.kada rumarakop iipitan udana man kikitaon nagsayang sana kapagalan,neutral
"irak mn c kuya,ng hahanap buhay mn ah tao.pls naman,bka nman.po",negative
"tama mn an!para mapundo ton mga van mgpara biyahe ,",negative
"yugon mo 2,500 pasahe mnla to bicol kalabos nmn nas",negative
di mag sabi na agko kamo philhealth nganing di ma covid,neutral
"bka udana so mga binayad na pmasahe, ubos na sdto naunang check point kya gtingay na sna naitao,",negative
"irakman udna so cntvo,pguli,udna pang boundery, udpa so sa pamilya.",negative
kadakul po sa fb nagpopost ning mga van na nag paparent.,neutral
di ton kukuon 1k,negative
na uno ka mas pipilion nira ah 200k kaysa kiton na 1k kada unit na nadakop ipatubos 200k.,negative
arog ko holy week 30 na van nadakop tiba tiba 30 unit x 200k 6m san kaya mapunta un?,negative
mahigpit talaga sa bicol nguwan puon pa sahapon,neutral
gud job! higpit pa more pra mayo na makalusot. mga pasaway na yan..,positive
kulang ata yung 1k.dapat 5 lusot ka sana,negative
irakman ka driver mig tubos iya kana lunadan 200k ito tapos lesensya pa,negative
laka dakol pa kiton mga sir hehe some of them suv gamit hehe,neutral
mag ralakaw nalang siguro ta mayo man biyahe ang bus... hehe,neutral
colorum pa more.. aram na kaya bawal.,negative
ngamin po gayud na close truck buksan na sana ta di po kita cgurado kung uno mga butang,neutral
kan minsan iba man a butang ka mga naka declarar sa maifesto nira.,neutral
ors apermit to travel this is hust sad.,negative
bana sa tv lang adi na sisilngan nguwan nangyayare na sadi kanato.,negative
may protocol po kita para sa ngamin,neutral
isi po ninyo an nguan pra maintindiyan ninyo mag balyo kmo s sitwasyun,neutral
kmo idi s manila sira ang nsa bicol ngani pong maintindiyan ninyo kya gusto kan mga mag uli.,neutral
unang una mga naudaan s trabho asa sa ayuda at relief goods,neutral
pra po mka intindi po kamo dri po ngamin natatawan s relief una pag bukong botante uda relief iba po ana patakaran sadi manila kaya resulta no choice ana,neutral
resulta no choice anamga kabayan ta mig uli n sna t kin mag alup so dina po kita pwd mag barasulan,negative
mag tarabangan n sna kung agko kmag po kmo n ng uli d e quarantine nlang dba...,positive
ganting. urastigon talaga. congrats.,positive
la kito uyam na opaw iton kin nag boblog nagray ng sabunutan,negative
bakit hindi ka nifio nan laban sana nan laban ka,negative
sobra nmn talaga ang bunganga nito sa pagmumura ng mga taong tinitira nya sa vlog nya,negative
.. kaya tama din lang na bigyan ng leksyon.,negative
dilaan mo putay k mk duterte ika ayopan ika dapat kanimo tigbakon,negative
isay man pong politician?,neutral
maray yan para mabawasan ang na ang mga salot,positive
laan mong ayupan ika!!,negative
maatios ika,negative
amigo... inoraw kn matood sana.potay ka,negative
marara ang dila kang demungkug na ini,negative
"palamura ba, same feather flocks 2gether",negative
tagal sari an,neutral
"sa pagraraot sa oda man kamaturanan na barita,",negative
oda man pruweba ya osad na pag insulto lalo na kin a pinagraraot ana guraan,negative
na dire na matatawan sa pagkakataon na makapagdefender ka kanyang ngaran y dignidad,negative
osad na pagbalgar ka kanyang propesyon lalo na kin eya osad na abogado.,negative
"ade si gadon dapat na madisbar sa kanyang pagkaabogado y dapat makulong tanganing dire pamarisan ka ibang abogado na oda gibo kundi magraraot ka dignidad ka kapwa sa paaguing mga storya na oda man kamaturanan,",negative
gadon is telling the truth noynoy has hiv hair is vanishing,positive
"if u cant condole for the bereaved why cant u just show a little empathy and respect,those who mourns ...",negative
enjoy ur life ....sir.,positive
may u be richly blessed with what u deserve...,positive
someday he'll get what he deserve most... and the filipino people with sound mind will,positive
dapat kani ki gadon sinasampolan nganing mahinguragan.labi labi,negative
wow... congrats po mayor madeline... dakulong tabang po saigo an..job well done po,positive
god bless iriga,positive
never mind them mga nega ing yan mayor ..padagus ing a maray na kaisipan mo sa,positive
lyan mankaan mga tao dakul na project myora agkopa ngppuna,negative
super dakulong kagaanan ka mga taga iriga lalo na so mga nag dadialysis,positive
buta so mga da nababayad o baka man nagbubutabutahan its ok bahala n kmo n,negative
nagssb s da na giginibo baka la man kasala ka mga snasabi ninyo well.,negative
its every one have openion i respect god is good,positive
"padagos sana ag sigi sana gibo para sa ikakarahay ka mga tawong nasasakpan,",positive
"and in general para sa mga taga rinconada ag pagarabayan na banwaan. congratulations,",positive
"problema pag uda ika pasahero, or maluya a kinita mo sa maghapon kakatrabaho, mapagal.",negative
pero diba mas masakit kun ika makagadan ki tawo?? diba mas dakulo a problema?,negative
sana iniisip muna a pamilya na mababayaan bago magpadara sa kauditan.,negative
"lang sakit ka buhay nguan, mas masakit kun ika nakakulong tapos a pamilya mo uda na kinakaon..",negative
darwang pamilya a mas masasakitan..,negative
"kalma sana man tabi kamo,",positive
pwede man pag ulayan sa maray na usipan..,positive
kin su papa buway sigurado madadawoy sira as their president na kan that always pacify the suspect,positive
that amigo ko ayaw,neutral
"murder. segun kadi barita, so suspect naagawan sa pasahero, kaya inundayan sa saksak so victim.",negative
"pormidyo kade report, talagang plano na guranon so victim, murder po,",negative
bata pa ko nagisnan ko na yng ganyang sistima dyn kunting bagay ipagmamalaki itak o,negative
"baril mga mayayabang makikitid ang utak, mabilis pumasok sa prblema ang paglabas",negative
"ang npakahirap isang pasahero ing, pumatay",negative
"c emeliano nacario paya jr, po yan, unkle ko, pls sana po mag karoon ng katarungan,",positive
sana po mapanagot yong gumawa nyan tauno ta ganon ganon nalang kong patayin,positive
"yong unkle ko, mahirap lang po kmi panu yong mga gastusin 3",neutral
uda kaya oragon na di oragan...yan dapat pakabait nalng kasi para di abutin ang kamatayan dahil sa panahon ngayun subrang matatapang na,negative
dapat palan ka an pondohon ang door to door ta kong permi agko mag aagawan ka pasahiro tapos mig patayan na .,negative
nkakatakot .bka pati pasahero madamay.,negative
grabe na ang buhay ngayon talagang kailangan mo ng mahabang pasinsiya sa kapwa,positive
para maiwasan a arog kadi na nangyari ksi magiging kawawa ang pamilyang maiiwanan,positive
"naka guraan ika dapat diri ka magdulag a kadakulo mong tao magdulag,ta aanaponan",negative
"sana ika ka batas,pag luwas luog na sa kulungan.",neutral
dapat sa panahon ngayun mahabang pasencia lagi ang meron..,positive
kawawa ang pamilya ng biktima and ung pamilya na rin ng suspect.....,negative
sna sumuko na ung suspect at harapin nya ang krimen n ginawaa nya,positive
grabe nman...dinadaan.sa init ng ulo...hayyy.kinitilmo.isang buhay ng basta basta..,negative
sana sumuko.ka nlang ...kawawa nman.c kuya..gusto ing nman kumita.. rest in peace pohh kuya...,negative
baga na sana manok na ginuguraan lang iisog na baga ka mga tawo unoraw an an mag iisip muna sa 100 na beses bago gumibo sa krimen aii nayko lang ogma kin uda kita naagrabyado na tawo o naaapakan..,negative
iringat po kita ngamin,positive
ana mga arog kan dapat goranon man,negative
irak man ka pamilya kan,positive
ka patal na para door to door adi pauno na pamilya mo agko pa ika kaso ..rak man ko biktima.,negative
tsk tsk irak man ay purmedyo sana sa 20 pesos gayud na pamasahi ku pasahero agku nagraan ag gin niraan.,negative
dapat pinag usipan n sna.. lintian iton dakolong problema.,positive
jerald balbuena su ku sapon sadto kanto,neutral
tadz jayson kuan amu di su sinsabi mo sapon nabayad mo?,neutral
lrakman ay....condolence po to the family,negative
"bka iton strategy ing pra mka iwas iya ka issue tungkol ka west philippine sea,.",negative
"kyang kaya nira mag bago sa identity eh, lalo pa nag testigo c enrile,,",negative
"pru kung tunay mn na namaalam na iya,",negative
"maray pa di,",positive
dire na nagpa iyaw iyaw na agko ilang,neutral
turakan ninyo.yup yup pa mga dodoy...aot a buway ninyo..rehab n dpat kiton n mga iton..,negative
uda kmo pkinabang sa lipunan..,negative
maray man ton marakop,positive
"dapat arog kan..,sana sa sunod buko sana opisyal per barangay biglaan sana para uda makariklamo,",positive
inda sana gng d matapos druga na iton.,neutral
eto ung mga kabado sa surprise drug test,neutral
"kaya pala di maubosubos ang tulak jan, suki ang mga tagalgu!",negative
pasitib 2? ang hapot kung mala lockdown mn sinda s rehas,negative
adi background pili camsur,neutral
ata maraya pa kamo,positive
"baao na ing sakalam,",positive
tangalon na sa trabawo mga uyan,negative
ang galing namn nyan wla ng lusot yan.,negative
dapat tanungin kung saan kumuha,neutral
sana ganyan din sa ibang city/municipality,positive
tara nakulong d nakadulag. hahaa,positive
irakman ku ayam,negative
maray ta narescue,positive
gulpa n paha na pati,neutral
hoy andaya taga ragay ka baga ta naka abot kang pili.. para maki isyuso ka naman sa pili.,negative
bako muna man yang problema. kay boy huba nalang yan.,negative
"hahaha, igot igot ka naman andaya, ulay mo may magiginibo kaman jan. umuli kana daw ta mayo kaman mahahaman jan, papansin ka lang.",negative
sus puros man lang po yan kahambogan papara taram ni andaya,negative
puros sana man pang raraot ang aram kang tao na yan binayaran mo nanaman lang ang para uma para mag gibo ni gulo hay nako mr. andaya,negative
talagang mapagsantala ag mapanlinlang ay. perwesyong kafuerte matood palan talaga.,negative
tama lang talaga na gamitan man sira sa kontra kusog ag tapang.,negative
talagang dri na malilingawan ka mga tagapili so otso pesos kada square meter na daga,neutral
grabe manggulang ang mga villafuerte. erakman ka mga kasaraditan.,negative
naranasan ko man ini dati. when was in elementary . hihi .,neutral
dahil mau kaming kuryente magibo aq assignment sa tinampo which is may maliwanag man na poste mala baga nakatapos aq .,neutral
kaya go lang girl ibeblessed ka ini lord,positive
"buti nalng busy mga nka check in sa hotel,",positive
"kya hndi humihina wifi connection, magaral ka lang neneng ng mabuti at makakamtan mo din ang liwanag j.",positive
an hapot paano tabi naging first class city an naga kung siring kaine an mga estudyante sa nasabing lugar?,neutral
"yan an hapot na dapat togonan kan mga opisyalesadministradores, ngonyan asin mga nakalipas?",neutral
